year,comuna,hour,weekday,month,count
2014,13,0,0,9,1
2014,13,0,0,11,1
2014,13,0,0,12,3
2014,13,0,1,1,1
2014,13,0,1,2,2
2014,13,0,1,3,1
2014,13,0,1,4,2
2014,13,0,1,7,1
2014,13,0,1,9,1
2014,13,0,1,11,1
2014,13,0,2,1,2
2014,13,0,2,4,3
2014,13,0,2,5,2
2014,13,0,2,7,1
2014,13,0,2,9,1
2014,13,0,2,11,1
2014,13,0,2,12,2
2014,13,0,3,1,1
2014,13,0,3,2,1
2014,13,0,3,4,1
2014,13,0,3,5,1
2014,13,0,3,6,1
2014,13,0,3,11,1
2014,13,0,3,12,3
2014,13,0,4,1,1
2014,13,0,4,4,1
2014,13,0,4,5,1
2014,13,0,4,6,1
2014,13,0,4,8,1
2014,13,0,4,9,1
2014,13,0,5,2,1
2014,13,0,5,5,1
2014,13,0,5,7,3
2014,13,0,5,10,1
2014,13,0,5,11,2
2014,13,0,6,2,2
2014,13,0,6,4,1
2014,13,0,6,5,2
2014,13,0,6,6,1
2014,13,0,6,7,1
2014,13,0,6,10,1
2014,13,0,6,12,2
2014,13,1,0,1,1
2014,13,1,0,6,2
2014,13,1,0,10,1
2014,13,1,0,12,1
2014,13,1,1,5,1
2014,13,1,2,1,1
2014,13,1,3,7,1
2014,13,1,4,10,1
2014,13,1,6,6,1
2014,13,1,6,8,1
2014,13,2,0,5,2
2014,13,2,0,7,1
2014,13,2,0,8,1
2014,13,2,5,10,1
2014,13,2,6,3,1
2014,13,2,6,6,1
2014,13,2,6,10,1
2014,13,2,6,11,1
2014,13,2,6,12,2
2014,13,3,0,2,1
2014,13,3,0,5,1
2014,13,3,3,5,1
2014,13,3,3,12,2
2014,13,3,4,10,1
2014,13,3,5,4,1
2014,13,3,5,9,2
2014,13,3,6,3,1
2014,13,3,6,4,1
2014,13,3,6,8,3
2014,13,3,6,12,1
2014,13,4,0,5,1
2014,13,4,2,1,1
2014,13,4,3,11,1
2014,13,4,4,2,1
2014,13,4,4,7,1
2014,13,4,4,10,1
2014,13,4,5,8,1
2014,13,4,6,2,1
2014,13,4,6,4,2
2014,13,4,6,5,2
2014,13,4,6,8,1
2014,13,5,0,1,2
2014,13,5,0,5,1
2014,13,5,1,9,1
2014,13,5,1,12,1
2014,13,5,2,2,1
2014,13,5,5,4,1
2014,13,5,5,12,1
2014,13,5,6,1,1
2014,13,5,6,2,1
2014,13,5,6,3,2
2014,13,5,6,4,1
2014,13,5,6,7,1
2014,13,5,6,10,1
2014,13,5,6,11,1
2014,13,5,6,12,2
2014,13,6,0,3,1
2014,13,6,0,6,1
2014,13,6,0,10,1
2014,13,6,0,12,1
2014,13,6,1,1,2
2014,13,6,1,4,1
2014,13,6,1,7,1
2014,13,6,1,10,1
2014,13,6,2,5,1
2014,13,6,2,6,1
2014,13,6,2,7,1
2014,13,6,2,12,1
2014,13,6,3,7,2
2014,13,6,4,2,1
2014,13,6,4,10,1
2014,13,6,6,3,1
2014,13,6,6,7,1
2014,13,6,6,9,1
2014,13,7,0,11,1
2014,13,7,1,2,2
2014,13,7,1,3,2
2014,13,7,1,12,1
2014,13,7,2,12,1
2014,13,7,3,3,1
2014,13,7,5,4,2
2014,13,7,5,5,1
2014,13,7,5,10,1
2014,13,7,6,6,2
2014,13,7,6,7,2
2014,13,7,6,8,1
2014,13,7,6,9,1
2014,13,7,6,10,2
2014,13,7,6,11,1
2014,13,8,0,5,1
2014,13,8,0,7,2
2014,13,8,0,8,1
2014,13,8,0,10,1
2014,13,8,1,1,1
2014,13,8,1,2,1
2014,13,8,1,3,1
2014,13,8,1,4,1
2014,13,8,2,1,3
2014,13,8,2,3,1
2014,13,8,2,10,1
2014,13,8,3,7,1
2014,13,8,3,10,1
2014,13,8,3,11,2
2014,13,8,3,12,1
2014,13,8,4,1,2
2014,13,8,4,6,2
2014,13,8,4,8,1
2014,13,8,4,12,1
2014,13,8,5,4,2
2014,13,8,5,7,1
2014,13,8,5,10,2
2014,13,8,6,2,3
2014,13,8,6,8,1
2014,13,8,6,11,1
2014,13,9,0,3,1
2014,13,9,0,11,1
2014,13,9,1,1,1
2014,13,9,1,3,1
2014,13,9,1,5,1
2014,13,9,1,6,2
2014,13,9,1,9,2
2014,13,9,2,1,1
2014,13,9,2,2,1
2014,13,9,2,3,1
2014,13,9,2,5,3
2014,13,9,2,7,1
2014,13,9,3,1,1
2014,13,9,3,4,1
2014,13,9,3,6,2
2014,13,9,3,7,1
2014,13,9,3,10,1
2014,13,9,4,12,2
2014,13,9,5,3,1
2014,13,9,5,7,1
2014,13,9,5,10,5
2014,13,9,6,1,1
2014,13,9,6,4,1
2014,13,9,6,6,3
2014,13,9,6,11,2
2014,13,9,6,12,2
2014,13,10,0,1,1
2014,13,10,0,3,1
2014,13,10,0,11,1
2014,13,10,0,12,3
2014,13,10,1,2,1
2014,13,10,1,5,2
2014,13,10,1,9,1
2014,13,10,1,10,1
2014,13,10,1,12,1
2014,13,10,2,5,2
2014,13,10,2,6,1
2014,13,10,2,7,1
2014,13,10,2,9,1
2014,13,10,2,12,2
2014,13,10,3,1,2
2014,13,10,3,6,1
2014,13,10,3,11,2
2014,13,10,4,1,1
2014,13,10,4,2,1
2014,13,10,4,5,1
2014,13,10,4,8,1
2014,13,10,4,9,1
2014,13,10,4,10,2
2014,13,10,4,12,1
2014,13,10,5,3,1
2014,13,10,5,5,1
2014,13,10,5,6,2
2014,13,10,5,8,1
2014,13,10,5,9,1
2014,13,10,5,10,1
2014,13,10,5,11,1
2014,13,10,5,12,1
2014,13,10,6,4,1
2014,13,10,6,6,1
2014,13,10,6,7,2
2014,13,10,6,8,1
2014,13,10,6,11,3
2014,13,11,0,2,1
2014,13,11,0,7,1
2014,13,11,0,8,2
2014,13,11,0,9,3
2014,13,11,0,12,2
2014,13,11,1,2,2
2014,13,11,1,5,1
2014,13,11,1,7,1
2014,13,11,1,9,1
2014,13,11,1,11,2
2014,13,11,2,1,1
2014,13,11,2,2,1
2014,13,11,2,3,1
2014,13,11,2,4,2
2014,13,11,2,5,1
2014,13,11,2,6,2
2014,13,11,2,7,2
2014,13,11,2,8,2
2014,13,11,2,9,1
2014,13,11,2,12,1
2014,13,11,3,2,1
2014,13,11,3,3,1
2014,13,11,3,12,1
2014,13,11,4,3,1
2014,13,11,4,4,1
2014,13,11,4,7,2
2014,13,11,4,9,1
2014,13,11,4,10,1
2014,13,11,4,11,1
2014,13,11,5,1,1
2014,13,11,5,2,1
2014,13,11,5,9,2
2014,13,11,5,10,1
2014,13,11,6,3,3
2014,13,11,6,6,3
2014,13,11,6,8,1
2014,13,11,6,9,1
2014,13,11,6,11,1
2014,13,12,0,1,1
2014,13,12,0,2,1
2014,13,12,0,4,1
2014,13,12,0,6,2
2014,13,12,0,10,1
2014,13,12,0,12,1
2014,13,12,1,1,1
2014,13,12,1,4,2
2014,13,12,1,5,1
2014,13,12,1,8,1
2014,13,12,1,9,1
2014,13,12,1,10,1
2014,13,12,1,12,2
2014,13,12,2,1,2
2014,13,12,2,3,4
2014,13,12,2,4,1
2014,13,12,2,6,1
2014,13,12,2,9,1
2014,13,12,2,12,1
2014,13,12,3,1,1
2014,13,12,3,12,1
2014,13,12,4,1,1
2014,13,12,4,3,1
2014,13,12,4,5,1
2014,13,12,4,6,2
2014,13,12,4,8,1
2014,13,12,4,10,1
2014,13,12,5,1,1
2014,13,12,5,9,1
2014,13,12,5,10,1
2014,13,12,6,3,2
2014,13,12,6,9,1
2014,13,12,6,10,2
2014,13,12,6,11,1
2014,13,13,0,3,2
2014,13,13,0,6,1
2014,13,13,0,8,1
2014,13,13,0,11,1
2014,13,13,1,1,1
2014,13,13,1,2,2
2014,13,13,1,6,1
2014,13,13,1,9,3
2014,13,13,1,11,1
2014,13,13,1,12,1
2014,13,13,2,1,1
2014,13,13,2,2,1
2014,13,13,2,7,2
2014,13,13,2,9,2
2014,13,13,2,10,1
2014,13,13,2,11,1
2014,13,13,2,12,1
2014,13,13,3,4,1
2014,13,13,3,9,1
2014,13,13,3,10,1
2014,13,13,3,11,1
2014,13,13,3,12,1
2014,13,13,4,1,2
2014,13,13,4,3,1
2014,13,13,4,7,1
2014,13,13,4,11,1
2014,13,13,5,1,2
2014,13,13,5,2,1
2014,13,13,5,3,1
2014,13,13,5,4,2
2014,13,13,5,6,1
2014,13,13,5,8,1
2014,13,13,5,11,1
2014,13,13,6,1,1
2014,13,13,6,2,1
2014,13,13,6,4,1
2014,13,13,6,7,2
2014,13,13,6,8,2
2014,13,13,6,9,1
2014,13,13,6,10,1
2014,13,13,6,12,1
2014,13,14,0,4,1
2014,13,14,0,12,2
2014,13,14,1,1,1
2014,13,14,1,10,1
2014,13,14,1,12,1
2014,13,14,2,2,1
2014,13,14,2,3,1
2014,13,14,2,4,1
2014,13,14,2,6,2
2014,13,14,2,7,1
2014,13,14,3,1,1
2014,13,14,3,5,1
2014,13,14,3,6,1
2014,13,14,3,9,1
2014,13,14,3,12,1
2014,13,14,4,5,1
2014,13,14,4,10,2
2014,13,14,5,2,1
2014,13,14,5,3,1
2014,13,14,6,1,2
2014,13,14,6,2,2
2014,13,14,6,3,2
2014,13,14,6,9,1
2014,13,14,6,11,1
2014,13,14,6,12,2
2014,13,15,0,2,1
2014,13,15,0,3,1
2014,13,15,0,4,1
2014,13,15,0,5,1
2014,13,15,0,10,1
2014,13,15,0,12,1
2014,13,15,1,1,1
2014,13,15,1,2,1
2014,13,15,1,4,2
2014,13,15,1,7,1
2014,13,15,1,11,1
2014,13,15,2,4,1
2014,13,15,2,5,2
2014,13,15,2,8,1
2014,13,15,3,1,1
2014,13,15,3,2,1
2014,13,15,3,3,1
2014,13,15,3,5,2
2014,13,15,3,6,1
2014,13,15,3,7,1
2014,13,15,3,8,1
2014,13,15,4,5,1
2014,13,15,4,7,1
2014,13,15,4,8,1
2014,13,15,4,9,1
2014,13,15,4,11,1
2014,13,15,4,12,1
2014,13,15,5,3,1
2014,13,15,5,5,1
2014,13,15,5,6,1
2014,13,15,5,7,2
2014,13,15,5,11,1
2014,13,15,6,7,2
2014,13,15,6,8,1
2014,13,15,6,9,4
2014,13,16,0,1,2
2014,13,16,0,2,2
2014,13,16,0,3,1
2014,13,16,0,4,1
2014,13,16,0,5,1
2014,13,16,0,7,3
2014,13,16,0,8,1
2014,13,16,0,9,1
2014,13,16,0,11,2
2014,13,16,0,12,1
2014,13,16,1,7,1
2014,13,16,1,8,1
2014,13,16,1,9,1
2014,13,16,1,10,2
2014,13,16,1,11,1
2014,13,16,2,1,1
2014,13,16,2,5,1
2014,13,16,2,10,4
2014,13,16,3,1,1
2014,13,16,3,5,2
2014,13,16,3,10,2
2014,13,16,3,11,1
2014,13,16,3,12,1
2014,13,16,4,1,1
2014,13,16,4,5,1
2014,13,16,4,8,1
2014,13,16,4,10,1
2014,13,16,4,12,1
2014,13,16,5,5,2
2014,13,16,5,9,1
2014,13,16,5,10,1
2014,13,16,6,2,1
2014,13,16,6,9,2
2014,13,16,6,10,1
2014,13,16,6,12,3
2014,13,17,0,1,4
2014,13,17,0,2,1
2014,13,17,0,3,1
2014,13,17,0,6,1
2014,13,17,0,7,1
2014,13,17,0,8,1
2014,13,17,0,10,1
2014,13,17,1,3,1
2014,13,17,1,4,2
2014,13,17,1,5,2
2014,13,17,1,8,1
2014,13,17,1,11,1
2014,13,17,2,1,1
2014,13,17,2,7,2
2014,13,17,2,9,1
2014,13,17,3,1,2
2014,13,17,3,3,1
2014,13,17,3,5,2
2014,13,17,3,8,2
2014,13,17,3,12,2
2014,13,17,4,6,2
2014,13,17,4,9,1
2014,13,17,5,1,1
2014,13,17,5,5,1
2014,13,17,5,6,2
2014,13,17,5,8,2
2014,13,17,5,11,1
2014,13,17,6,3,2
2014,13,17,6,4,1
2014,13,17,6,5,1
2014,13,17,6,6,4
2014,13,17,6,7,2
2014,13,17,6,10,1
2014,13,17,6,12,1
2014,13,18,0,3,2
2014,13,18,0,5,1
2014,13,18,0,7,2
2014,13,18,0,10,1
2014,13,18,0,12,2
2014,13,18,1,4,1
2014,13,18,1,7,1
2014,13,18,1,9,3
2014,13,18,1,10,1
2014,13,18,1,11,1
2014,13,18,1,12,1
2014,13,18,2,1,2
2014,13,18,2,6,1
2014,13,18,2,7,1
2014,13,18,3,2,1
2014,13,18,3,3,2
2014,13,18,3,4,2
2014,13,18,3,9,1
2014,13,18,3,11,1
2014,13,18,3,12,2
2014,13,18,4,10,1
2014,13,18,4,11,1
2014,13,18,5,1,1
2014,13,18,5,3,2
2014,13,18,5,7,1
2014,13,18,5,8,1
2014,13,18,5,9,1
2014,13,18,5,10,1
2014,13,18,6,1,2
2014,13,18,6,2,1
2014,13,18,6,5,1
2014,13,18,6,6,1
2014,13,18,6,10,1
2014,13,18,6,11,2
2014,13,19,0,3,1
2014,13,19,0,4,4
2014,13,19,0,5,1
2014,13,19,0,6,2
2014,13,19,0,9,1
2014,13,19,0,10,1
2014,13,19,0,11,1
2014,13,19,1,1,2
2014,13,19,1,3,1
2014,13,19,1,4,1
2014,13,19,1,7,1
2014,13,19,1,8,1
2014,13,19,1,9,3
2014,13,19,1,10,1
2014,13,19,1,12,1
2014,13,19,2,1,1
2014,13,19,2,2,1
2014,13,19,2,3,1
2014,13,19,2,4,2
2014,13,19,2,5,1
2014,13,19,2,8,3
2014,13,19,2,9,2
2014,13,19,2,10,1
2014,13,19,2,11,1
2014,13,19,3,5,1
2014,13,19,3,8,1
2014,13,19,3,10,1
2014,13,19,4,2,5
2014,13,19,4,4,1
2014,13,19,4,5,2
2014,13,19,4,8,4
2014,13,19,4,9,1
2014,13,19,4,10,1
2014,13,19,4,11,1
2014,13,19,5,1,1
2014,13,19,5,4,1
2014,13,19,5,5,1
2014,13,19,5,7,1
2014,13,19,5,8,2
2014,13,19,5,9,2
2014,13,19,5,10,1
2014,13,19,5,11,1
2014,13,19,6,1,1
2014,13,19,6,4,1
2014,13,19,6,7,2
2014,13,19,6,10,3
2014,13,19,6,11,1
2014,13,20,0,1,2
2014,13,20,0,2,2
2014,13,20,0,3,5
2014,13,20,0,4,2
2014,13,20,0,6,3
2014,13,20,0,7,1
2014,13,20,0,8,1
2014,13,20,0,9,1
2014,13,20,0,11,2
2014,13,20,0,12,2
2014,13,20,1,3,1
2014,13,20,1,4,1
2014,13,20,1,5,1
2014,13,20,1,7,2
2014,13,20,1,8,2
2014,13,20,1,9,2
2014,13,20,1,10,1
2014,13,20,1,12,1
2014,13,20,2,1,1
2014,13,20,2,3,1
2014,13,20,2,4,1
2014,13,20,2,7,1
2014,13,20,2,9,1
2014,13,20,2,10,1
2014,13,20,2,11,1
2014,13,20,3,2,1
2014,13,20,3,3,1
2014,13,20,3,4,2
2014,13,20,3,9,1
2014,13,20,3,12,2
2014,13,20,4,3,2
2014,13,20,4,4,1
2014,13,20,4,9,2
2014,13,20,4,10,2
2014,13,20,4,12,1
2014,13,20,5,2,2
2014,13,20,5,3,1
2014,13,20,5,6,4
2014,13,20,5,8,1
2014,13,20,5,10,1
2014,13,20,5,11,1
2014,13,20,5,12,1
2014,13,20,6,1,1
2014,13,20,6,3,2
2014,13,20,6,5,2
2014,13,20,6,6,3
2014,13,20,6,7,1
2014,13,20,6,8,3
2014,13,20,6,9,1
2014,13,21,0,1,1
2014,13,21,0,4,2
2014,13,21,0,5,1
2014,13,21,0,6,1
2014,13,21,0,7,1
2014,13,21,0,8,2
2014,13,21,0,9,3
2014,13,21,0,10,1
2014,13,21,0,12,1
2014,13,21,1,2,2
2014,13,21,1,3,1
2014,13,21,1,4,1
2014,13,21,1,5,1
2014,13,21,1,9,1
2014,13,21,2,2,1
2014,13,21,2,3,1
2014,13,21,2,4,1
2014,13,21,2,5,2
2014,13,21,2,7,1
2014,13,21,2,9,1
2014,13,21,2,10,1
2014,13,21,2,11,2
2014,13,21,3,2,2
2014,13,21,3,4,1
2014,13,21,3,5,1
2014,13,21,3,6,4
2014,13,21,3,7,1
2014,13,21,3,10,1
2014,13,21,3,12,1
2014,13,21,4,1,1
2014,13,21,4,2,2
2014,13,21,4,5,2
2014,13,21,4,10,1
2014,13,21,4,11,1
2014,13,21,4,12,1
2014,13,21,5,3,1
2014,13,21,5,4,1
2014,13,21,5,5,1
2014,13,21,5,6,1
2014,13,21,5,7,1
2014,13,21,5,8,2
2014,13,21,5,10,2
2014,13,21,5,12,1
2014,13,21,6,1,2
2014,13,21,6,3,1
2014,13,21,6,5,2
2014,13,21,6,7,3
2014,13,21,6,8,1
2014,13,21,6,9,4
2014,13,21,6,11,3
2014,13,21,6,12,2
2014,13,22,0,4,5
2014,13,22,0,5,1
2014,13,22,0,6,1
2014,13,22,0,9,2
2014,13,22,0,10,1
2014,13,22,1,1,1
2014,13,22,1,2,3
2014,13,22,1,7,1
2014,13,22,1,10,2
2014,13,22,2,1,1
2014,13,22,2,3,2
2014,13,22,2,6,1
2014,13,22,2,8,1
2014,13,22,2,9,1
2014,13,22,2,10,1
2014,13,22,3,3,2
2014,13,22,3,5,1
2014,13,22,3,6,1
2014,13,22,4,4,1
2014,13,22,5,2,2
2014,13,22,5,4,1
2014,13,22,5,5,1
2014,13,22,5,6,1
2014,13,22,5,7,1
2014,13,22,5,8,1
2014,13,22,6,3,1
2014,13,22,6,5,1
2014,13,22,6,9,1
2014,13,22,6,10,1
2014,13,22,6,11,2
2014,13,23,0,3,1
2014,13,23,0,6,2
2014,13,23,0,10,1
2014,13,23,0,12,1
2014,13,23,1,5,1
2014,13,23,1,6,1
2014,13,23,1,11,1
2014,13,23,2,1,1
2014,13,23,2,3,3
2014,13,23,2,5,1
2014,13,23,2,12,2
2014,13,23,3,7,1
2014,13,23,3,9,1
2014,13,23,3,10,1
2014,13,23,3,11,1
2014,13,23,4,2,1
2014,13,23,4,4,1
2014,13,23,4,5,1
2014,13,23,4,6,2
2014,13,23,4,10,2
2014,13,23,4,12,1
2014,13,23,5,1,2
2014,13,23,5,2,2
2014,13,23,5,6,2
2014,13,23,5,11,1
2014,13,23,5,12,1
2014,13,23,6,4,2
2014,13,23,6,10,5
2014,14,0,0,1,1
2014,14,0,0,2,2
2014,14,0,0,3,2
2014,14,0,0,4,3
2014,14,0,0,7,1
2014,14,0,0,11,1
2014,14,0,0,12,1
2014,14,0,1,1,2
2014,14,0,1,2,1
2014,14,0,1,3,2
2014,14,0,1,4,1
2014,14,0,1,7,2
2014,14,0,1,9,2
2014,14,0,1,12,1
2014,14,0,2,1,3
2014,14,0,2,2,1
2014,14,0,2,3,2
2014,14,0,2,4,1
2014,14,0,2,5,2
2014,14,0,2,6,1
2014,14,0,2,7,2
2014,14,0,2,9,1
2014,14,0,2,10,1
2014,14,0,3,1,1
2014,14,0,3,2,1
2014,14,0,3,3,3
2014,14,0,3,4,2
2014,14,0,3,5,1
2014,14,0,3,7,1
2014,14,0,3,8,1
2014,14,0,3,10,1
2014,14,0,3,12,1
2014,14,0,4,1,6
2014,14,0,4,3,2
2014,14,0,4,4,2
2014,14,0,4,5,1
2014,14,0,4,6,1
2014,14,0,4,8,1
2014,14,0,4,11,1
2014,14,0,5,1,1
2014,14,0,5,2,1
2014,14,0,5,4,1
2014,14,0,5,6,1
2014,14,0,5,8,1
2014,14,0,6,3,1
2014,14,0,6,4,1
2014,14,0,6,8,1
2014,14,0,6,9,2
2014,14,0,6,10,2
2014,14,0,6,11,1
2014,14,0,6,12,2
2014,14,1,0,3,1
2014,14,1,1,11,1
2014,14,1,2,3,1
2014,14,1,2,9,1
2014,14,1,3,6,1
2014,14,1,3,7,1
2014,14,1,3,12,1
2014,14,1,4,12,1
2014,14,1,5,3,1
2014,14,1,6,1,1
2014,14,1,6,4,1
2014,14,1,6,7,1
2014,14,1,6,8,1
2014,14,1,6,10,1
2014,14,1,6,11,1
2014,14,2,0,4,2
2014,14,2,0,10,1
2014,14,2,1,4,1
2014,14,2,1,8,1
2014,14,2,2,1,3
2014,14,2,3,2,1
2014,14,2,3,5,1
2014,14,2,4,8,1
2014,14,2,5,3,1
2014,14,2,5,5,2
2014,14,2,5,12,1
2014,14,2,6,2,2
2014,14,2,6,3,1
2014,14,2,6,4,1
2014,14,2,6,5,1
2014,14,2,6,9,1
2014,14,2,6,10,1
2014,14,2,6,12,1
2014,14,3,0,1,1
2014,14,3,0,3,1
2014,14,3,0,5,1
2014,14,3,0,6,2
2014,14,3,0,12,2
2014,14,3,1,8,1
2014,14,3,1,9,1
2014,14,3,2,8,1
2014,14,3,3,7,1
2014,14,3,3,8,1
2014,14,3,5,1,1
2014,14,3,5,5,1
2014,14,3,5,8,2
2014,14,3,6,1,1
2014,14,3,6,3,2
2014,14,3,6,8,1
2014,14,3,6,9,2
2014,14,3,6,11,2
2014,14,4,0,5,1
2014,14,4,0,8,1
2014,14,4,0,9,1
2014,14,4,0,11,1
2014,14,4,1,7,1
2014,14,4,1,11,1
2014,14,4,2,1,1
2014,14,4,3,4,1
2014,14,4,3,11,1
2014,14,4,3,12,1
2014,14,4,4,8,1
2014,14,4,4,11,1
2014,14,4,4,12,1
2014,14,4,5,9,1
2014,14,4,5,10,1
2014,14,4,6,7,1
2014,14,4,6,8,1
2014,14,4,6,9,1
2014,14,4,6,11,1
2014,14,4,6,12,2
2014,14,5,0,3,2
2014,14,5,0,4,2
2014,14,5,0,8,1
2014,14,5,0,9,2
2014,14,5,0,10,1
2014,14,5,0,11,2
2014,14,5,0,12,1
2014,14,5,1,10,1
2014,14,5,3,8,1
2014,14,5,3,12,1
2014,14,5,4,4,1
2014,14,5,4,7,1
2014,14,5,6,1,1
2014,14,5,6,3,1
2014,14,5,6,5,1
2014,14,5,6,7,1
2014,14,5,6,10,2
2014,14,6,0,1,1
2014,14,6,1,3,1
2014,14,6,1,10,1
2014,14,6,2,1,4
2014,14,6,2,8,1
2014,14,6,2,11,1
2014,14,6,2,12,1
2014,14,6,3,3,1
2014,14,6,3,5,1
2014,14,6,3,12,2
2014,14,6,4,9,1
2014,14,6,5,2,1
2014,14,6,5,9,1
2014,14,6,6,1,1
2014,14,6,6,3,1
2014,14,6,6,4,1
2014,14,6,6,5,4
2014,14,6,6,7,2
2014,14,6,6,9,1
2014,14,6,6,10,1
2014,14,6,6,11,1
2014,14,7,0,3,1
2014,14,7,1,1,1
2014,14,7,1,3,1
2014,14,7,1,8,1
2014,14,7,1,9,3
2014,14,7,1,10,1
2014,14,7,2,3,1
2014,14,7,2,5,1
2014,14,7,2,11,2
2014,14,7,3,4,1
2014,14,7,3,5,2
2014,14,7,3,12,1
2014,14,7,4,2,1
2014,14,7,4,4,1
2014,14,7,4,12,1
2014,14,7,5,3,1
2014,14,7,5,5,1
2014,14,7,5,12,1
2014,14,7,6,12,1
2014,14,8,0,2,1
2014,14,8,0,5,1
2014,14,8,0,10,4
2014,14,8,0,11,1
2014,14,8,0,12,1
2014,14,8,1,4,1
2014,14,8,1,12,1
2014,14,8,2,1,1
2014,14,8,2,3,1
2014,14,8,2,5,1
2014,14,8,2,11,1
2014,14,8,3,5,1
2014,14,8,3,6,2
2014,14,8,3,7,1
2014,14,8,3,8,1
2014,14,8,3,9,2
2014,14,8,3,10,2
2014,14,8,3,11,1
2014,14,8,3,12,1
2014,14,8,4,3,1
2014,14,8,4,4,1
2014,14,8,4,6,1
2014,14,8,4,8,2
2014,14,8,4,9,2
2014,14,8,4,11,1
2014,14,8,5,3,1
2014,14,8,5,11,2
2014,14,8,6,3,1
2014,14,8,6,6,1
2014,14,8,6,10,1
2014,14,8,6,11,2
2014,14,9,0,2,2
2014,14,9,0,3,1
2014,14,9,0,6,1
2014,14,9,0,10,1
2014,14,9,0,11,1
2014,14,9,1,5,1
2014,14,9,1,9,3
2014,14,9,1,11,1
2014,14,9,2,2,1
2014,14,9,2,5,1
2014,14,9,2,7,1
2014,14,9,2,10,1
2014,14,9,2,12,1
2014,14,9,3,2,1
2014,14,9,3,4,1
2014,14,9,3,6,2
2014,14,9,3,7,1
2014,14,9,3,10,3
2014,14,9,3,12,1
2014,14,9,4,3,1
2014,14,9,4,5,1
2014,14,9,4,10,2
2014,14,9,5,2,1
2014,14,9,5,4,2
2014,14,9,5,5,1
2014,14,9,5,7,2
2014,14,9,5,8,1
2014,14,9,6,8,2
2014,14,9,6,9,1
2014,14,9,6,10,2
2014,14,10,0,1,1
2014,14,10,0,2,1
2014,14,10,0,4,1
2014,14,10,0,5,1
2014,14,10,0,6,1
2014,14,10,0,8,1
2014,14,10,1,1,1
2014,14,10,1,3,1
2014,14,10,1,4,2
2014,14,10,1,5,2
2014,14,10,1,8,1
2014,14,10,1,9,1
2014,14,10,1,11,1
2014,14,10,1,12,1
2014,14,10,2,2,1
2014,14,10,2,3,1
2014,14,10,2,5,2
2014,14,10,2,8,1
2014,14,10,2,9,1
2014,14,10,2,11,1
2014,14,10,3,1,2
2014,14,10,3,5,1
2014,14,10,3,7,1
2014,14,10,4,3,1
2014,14,10,4,11,2
2014,14,10,5,6,1
2014,14,10,5,7,4
2014,14,10,5,10,3
2014,14,10,5,11,1
2014,14,10,6,1,1
2014,14,10,6,2,2
2014,14,10,6,3,2
2014,14,10,6,4,2
2014,14,10,6,5,2
2014,14,10,6,7,2
2014,14,10,6,8,2
2014,14,10,6,9,1
2014,14,10,6,10,1
2014,14,10,6,11,1
2014,14,11,0,5,2
2014,14,11,0,7,4
2014,14,11,0,9,1
2014,14,11,0,11,1
2014,14,11,0,12,1
2014,14,11,1,1,1
2014,14,11,1,7,2
2014,14,11,1,9,2
2014,14,11,2,4,1
2014,14,11,2,5,2
2014,14,11,2,7,1
2014,14,11,2,8,1
2014,14,11,2,9,1
2014,14,11,2,10,2
2014,14,11,2,11,1
2014,14,11,2,12,1
2014,14,11,3,1,1
2014,14,11,3,2,2
2014,14,11,3,3,1
2014,14,11,3,7,1
2014,14,11,3,9,1
2014,14,11,3,10,1
2014,14,11,4,4,1
2014,14,11,4,5,1
2014,14,11,4,8,1
2014,14,11,5,5,2
2014,14,11,5,7,2
2014,14,11,5,8,1
2014,14,11,5,10,1
2014,14,11,6,1,1
2014,14,11,6,4,2
2014,14,11,6,5,3
2014,14,11,6,6,1
2014,14,11,6,7,1
2014,14,11,6,8,1
2014,14,11,6,9,1
2014,14,11,6,11,1
2014,14,12,0,1,1
2014,14,12,0,2,3
2014,14,12,0,3,1
2014,14,12,0,4,2
2014,14,12,0,5,1
2014,14,12,0,6,1
2014,14,12,0,9,2
2014,14,12,1,1,1
2014,14,12,1,2,1
2014,14,12,1,3,1
2014,14,12,1,4,2
2014,14,12,1,6,2
2014,14,12,1,8,1
2014,14,12,1,9,3
2014,14,12,1,10,1
2014,14,12,2,1,1
2014,14,12,2,3,2
2014,14,12,2,5,2
2014,14,12,2,7,2
2014,14,12,2,8,1
2014,14,12,2,9,2
2014,14,12,3,1,1
2014,14,12,3,2,1
2014,14,12,3,4,1
2014,14,12,3,7,1
2014,14,12,3,9,3
2014,14,12,3,11,1
2014,14,12,3,12,2
2014,14,12,4,2,1
2014,14,12,4,3,1
2014,14,12,4,4,1
2014,14,12,4,5,1
2014,14,12,4,11,1
2014,14,12,5,2,1
2014,14,12,5,3,1
2014,14,12,5,5,1
2014,14,12,5,9,2
2014,14,12,6,1,1
2014,14,12,6,2,1
2014,14,12,6,3,1
2014,14,12,6,5,1
2014,14,12,6,7,1
2014,14,12,6,8,2
2014,14,13,0,4,1
2014,14,13,0,8,2
2014,14,13,0,10,2
2014,14,13,0,11,1
2014,14,13,1,1,1
2014,14,13,1,3,2
2014,14,13,1,4,5
2014,14,13,1,5,1
2014,14,13,1,7,2
2014,14,13,1,9,2
2014,14,13,1,10,2
2014,14,13,2,1,1
2014,14,13,2,2,2
2014,14,13,2,5,3
2014,14,13,2,6,3
2014,14,13,2,8,2
